PATENT_ID,PATENT_TITLE,PATENT_ABSTRACT,PUBLICATION_DATE,BACKWARD_CITATIONS,FORWARD_CITATIONS
8627421,Methods and apparatus for authenticating a user based on implicit user memory,"Methods and apparatus are provided for authenticating a user based on implicit user memory. Access to a protected resource is controlled by presenting a user with a plurality of stimuli during a priming phase; presenting the user with a plurality of degraded versions of the primed stimuli and with a plurality of degraded versions of non-primed stimuli during an authentication phase; receiving an identification from the user of the degraded versions of the primed stimuli and the degraded versions of the non-primed stimuli; and authenticating the user based upon a number of correct identifications of the degraded versions of the primed stimuli. The stimuli can comprise, for example, images and/or sounds. An authentication score can be based, for example, on a number of correctly labeled primed stimuli plus a number of incorrectly labeled non-primed stimuli.",2014-01-07,0,2
8626261,Electrode for a living body and device for detecting a bio-signal,"Provided are an electrode for a living body and a device for detecting bio-signals using the electrode. The electrode includes an insulation sheet that has at least one via hole, an electrode unit formed in the at least one via hole, and a guiding unit for guiding the attachment of a signal processing unit.",2014-01-07,2,0
8627175,Opportunistic decoding in memory systems,"Approaches for decoding data read from memory cells of a nonvolatile, solid state memory involve attempting to decode hard data using a hard decoding process prior to a time that soft data is available to the decoder. The hard data includes information about the digital symbols stored in the memory cells without data confidence information. The soft data includes information about the digital symbols stored in the memory cells and data confidence information. In response to the hard decoding process failing to achieve convergence, after the soft data becomes available to the decoder, the soft data is decoded using a soft decoding process. The decoder generates an output of the decoded data after the hard decoding process or the soft decoding process achieves convergence.",2014-01-07,1,0
8625055,Organic light emitting display device,"An organic light emitting display device includes a substrate having a transmitting region interposed between pixel regions; thin film transistors on a first surface of the substrate; a passivation layer covering the thin film transistors; pixel electrodes on the passivation layer; an opposite electrode disposed to face the pixel electrodes; an organic emission layer between the pixel electrodes and the opposite electrode; a polymer dispersed liquid crystal (PDLC) device disposed such that the thin film transistors are between the PDLC device and the passivation layer, the PDLC device having: a first electrode; a second electrode; and a PDLC layer in which liquid crystal is dispersed in polymer matrix. Distortion of images transmitted through the organic light emitting display device is prevented by restricting scattering of the transmitted light, the transmission of the external light may be adjusted simply, and degradation of the brightness and color coordinate reproduction may be prevented.",2014-01-07,0,0
8623461,Metal components with silicon-containing protective coatings substantially free of chromium and methods of forming such protective coatings,A metal component (10) with a protective coating (16) containing silicon and a process for forming such protective coatings (14). The protective coating (16) is formed by applying a silicon-containing fluid composition to the metal component (10) as a silicon-containing layer (12) and heating the silicon-containing layer (12) to a temperature exceeding 400° F.,2014-01-07,5,0
8627117,Device with power control feature involving backup power reservoir circuit,"Power-backup capabilities are provided by implementing a variety of different methods, systems and devices. According to one such implementation, an energy storage device such as a capacitive storage circuit is powered relative to the powering of one or more additional circuits from a common power supply to limit the draw upon the power supply. Certain applications involve delaying or otherwise modifying the powering of the capacitive storage circuit, which may involve an initial startup of the capacitive storage circuit.",2014-01-07,2,4
8622996,Method for applying antimicrobial to proximal end of catheter,"Systems, methods, and articles for delivering an antimicrobial composition to the proximal elements of a trans-dermal catheter and into the lumen of the transdermal catheter are disclosed. In an embodiment, an antimicrobial composition placed on an interior surface a cap element, and transfers antimicrobial to the exterior of the proximal end of the transdermal catheter. The system comprises an elongate member configured for insertion into a lumen of a catheter, the elongate member containing an antimicrobial.",2014-01-07,5,1
8626694,System and method for disambiguating non-unique identifiers using information obtained from disparate communication channels,"The disclosure describes systems and methods for disambiguating a non-unique identifiers of real world entities (RWEs) detected by a computing network by dynamically identifying relationships between RWEs known to the network. The relationships are determined based on social, spatial, temporal and logical information known about the RWEs based on the RWEs previous interactions with the network. These relationships are then used to generate a probability for each RWE that the non-unique identifier identifies that RWE. Based on the probabilities an RWE is selected and the proper network identifier may be used in place of the non-unique identifier.",2014-01-07,0,0
8624865,Device for improving the accuracy of the touch point on a touch panel and a method thereof,"A device for improving the detection accuracy of a touch point on a touch panel and a method thereof are disclosed. The device includes a plurality of first and second X external conducting wires and a plurality of first and second Y external conducting wires that are electrically coupled with the first X side and the second X side of the touch panel and the first Y side and the second Y side of the touch panel to alternatively and respectively receive a first detection signal and a second detection signal from a first detection signal source and a second detection signal source. By using the relation of the currents generated form the first detection signal and the second detection signal, a x coordinate and a y coordinate of the location of the touch point is obtained.",2014-01-07,2,0
8626905,Monitoring a self-contained server rack system,"A refrigerated server rack that may be used in a server room to cool computing equipment. The refrigerated server rack may contain a cooling unit or include a cooling inlet to receive chilled air to cool the computing equipment within the server rack. The self contained server rack has a modular design such that it may be easily integrated into mounting point within a data center. As the requirements of the data center change, server racks may be added or removed to provide scalability. As the racks are added or removed, a monitoring application discovers the server racks and equipment contained therein. The server rack and equipment may then be configured to operate within the data center computing infrastructure. Because only the interior of the self-contained server rack is cooled to maintain a proper operating environment for the computing equipment, there is no need to cool entirety of the data center.",2014-01-07,1,0
8622688,Fluid turbine,"A fluid turbine comprises a turbine shroud, an ejector shroud, and a means for extracting energy from a fluid stream. The means for extracting energy is located in the annulus between the turbine shroud and the ejector shroud. High-energy fluid can flow through the turbine shroud to bypass the means for extracting energy. Energy is extracted from the fluid passing through the means to form a low-energy fluid stream. The high-energy fluid and the low-energy fluid can then be mixed. The turbine shroud and/or the ejector shroud has mixing lobes to increase the mixing of the two fluid streams.",2014-01-07,9,0
8627364,Digital system and method of processing service data thereof,"A digital system and a method of processing service data thereof are disclosed. The digital system includes a first device configured to transmit at least one of device information and device location information of a first device to a second device which is connected to the first device, receive service data from the second device, the service data being extracted based upon at least one of the device information and the device location information of the first device, process and output the service data on a screen, transmit a command signal which is selected from the outputted service data to the second device and receive respond data corresponding to the command signal from the second device and outputting the respond data on the screen.",2014-01-07,0,0
8622755,Connector cover and junction box unit provided with the same,"There is provided a junction box unit that comprises a body to which a power integration unit is attached and a connector cover that positions a connector of a wiring harness with respect to the body. The connector cover comprises a holding portion holding the connector, a mounting portion attached to the body, and a main body to be accommodated therein. The mounting portion comprises an engagement projection and an engagement arm. The engagement projection protrudes from one end of the main body for locking engagement with a locking portion of the junction box body. The engagement arm includes an arm main body having one end continuing to an outer surface of the other end of the main body and a free end. A protrusion is provided at the central portion of the arm main body for locking engagement with the locking portion. When the protrusion is in locking engagement with the locking portion, the other end of the arm main body is positioned more outwardly of the body than the locking portion.",2014-01-07,1,0
8622881,"Conductive member, electrophotographic apparatus, and process cartridge","The conductive member has a conductive support and a conductive elastic layer. The elastic layer is a mixture containing an electron conductive agent and a binder polymer, or a cured product thereof, and the electron conductive agent contains a carbon black satisfying the following characteristics: (i) an average primary particle diameter is 20 nm or more and 30 nm or less; (ii) a DBP oil absorption is 40 ml/100 g or more and 70 ml/100 g or less, and the total amount of CO and CO2 generated by temperature programmed desorption/mass spectrometry is 0.30 mass % or more and 0.80 mass % or less with reference to the carbon black; and (iii) the amount of SO2 generated by the temperature programmed desorption/mass spectrometry is 0.05 mass % or more with reference to the carbon black.",2014-01-07,1,0
8626540,Method and apparatus for transportation planning based on mission-specific vehicle capacity constraints,"A computer, for planning moves of freight using vehicles, determines one or more attributes of a mission, based on a group of shipments being consolidated into the mission, computes a total amount of freight to be moved, and decides on feasibility of performing the mission, using a vehicle of a given type based at least on each of (A) the amount of freight, (B) one or more attributes of the mission, and (C) multiple effective capacities of freight moveable by the type of vehicle being selected, which depend on the mission attribute(s). Multiple effective capacities for each vehicle type, and corresponding values of mission attribute(s) at which they are to be applied are stored in the computer ahead of time, based on industry experience. Examples of mission attribute(s) include (1) number of stops, (2) type of stops (whether pooling or not), and (3) a combination thereof.",2014-01-07,0,0
8622786,Interchangeable sanding system,"An embodiment of the present invention is directed to a multi-purpose sanding system. The sanding system includes a motor, a drive mechanism in mechanical communication with the motor, and a plurality of interchangeable sanding devices. Each of the interchangeable sanding devices is interchangeably coupleable with the drive mechanism.",2014-01-07,0,0
8625233,System and method for fabricating a magnetic recording pole,"Systems and methods for fabricating a microelectric device are provided herein. Particular embodiments provide systems and methods for fabricating a magnetic recording pole for a magnetic recording head, such as an energy assisted magnetic recording (EAMR) head commonly used in a disk storage device. Some embodiments provide for systems and methods of fabricating magnetic recording poles that protect the core of the magnetic recording head during the removal of removal of seed layers.",2014-01-07,5,13
8623742,Reduced STI loss for superior surface planarity of embedded stressors in densely packed semiconductor devices,"A reduction in material loss of trench isolation structures prior to forming a strain-inducing semiconductor alloy in transistor elements may result in superior device uniformity, for instance with respect to drive current and threshold voltage. To this end, at least one etch process using diluted hydrofluoric acid may be omitted when forming the shallow trench isolations, while at the same time providing a high degree of compatibility with conventional process strategies.",2014-01-07,0,0
8625754,Method and apparatus for providing information associated with embedded hyperlinked images,"A method and apparatus for allowing a network provider to embed hyperlinks within streaming video contents that will enable users to click on an embedded hyperlinked image to obtain more information related to the streaming video contents are disclosed. For example, someone watching a tennis match can click on the hyperlinked image corresponding to one of the players and receive a frame of data about his or her recent performance, or someone watching the news can click on a hyperlinked image of a segment of a world map and receive a frame of data about current events occurring in a particular region.",2014-01-07,1,1
D696921,Compression tool,,2014-01-07,2,1
8622095,Structured fabric for use in a papermaking machine and the fibrous web produced thereon,"A structured fabric for use with a papermaking machine for the production of a fibrous web. The structured fabric includes a plurality of weft yarns and a plurality of warp yarns. The plurality of warp yarns interact with the weft yarns to produce a weave pattern. The plurality of warp yarns include a first set of warp yarns and a second set of warp yarns. The first set of warp yarns are woven as a plain weave. The second set of warp yarns form an impression layer. The first set of warp yarns are in a first plane, the second set of warp yarns have a surface in a second plane. The second plane is positioned farther from the machine facing side of the fabric than the first plan to form the impression layer. The first set of warp yarns have a first cross-sectional area and the second set of warp yarns have a second cross-sectional area. The first cross-sectional area is less than the second cross-sectional area.",2014-01-07,1,1
D697009,Vehicle wheel,,2014-01-07,2,1
8624772,Method and device for detecting hidden objects by means of electromagnetic millimeter waves,"A method for detecting hidden objects by means of electromagnetic millimeter waves is provided, in which a test object is irradiated with millimeter waves and the millimeter waves that are reflected from the test object are evaluated. The millimeter waves are focused on different depth layers of the test object during the irradiation thereof.",2014-01-07,1,0
8626648,Method and system for user signup by a network service provider,"A system and a method for performing purchase transactions over a network are provided. The system includes a server controlled by a service provider, including a link to a network; a processor circuit, the processor circuit configured to receive purchase requests from a mobile phone, and to transfer funds from a user account to a vendor account; and a memory circuit storing a plurality of mobile phone numbers and a plurality of personal identification numbers (PINs), wherein each mobile phone number and PIN is associated with a user account. A non-transitory machine-readable medium may include a plurality of machine-readable instructions which when executed by one or more processors of a server controlled by a service provider are adapted to cause the server to perform a method as above.",2014-01-07,0,0
8623141,Piping system and control for semiconductor processing,"A vacuum system for semiconductor fabrication. The system includes a vacuum chamber for performing a semiconductor fabrication process, a vacuum source, and a piping system fluidly connecting the vacuum chamber to the vacuum source. In one embodiment, the piping system is configured without a horizontal flow path section of piping. In some embodiments, the piping system includes a first piping branch and a second piping branch. The first and second piping branches preferably have a symmetrical configuration with respect to the vacuum source. In yet other embodiments, the first and second piping branches preferably each include a throttle valve.",2014-01-07,0,0
8625756,Systems and methods for visual presentation and selection of IVR menu,"Embodiments of the invention provide a system for providing advertisements to a caller. The system comprises a database having advertisements associated with a list of telephone numbers. The telephone numbers are associated with destinations implementing Interactive Voice Response (IVR). Further, the system comprises a device configured to display a visual menu for the IVR and the associated advertisements.",2014-01-07,17,0
D697245,Track light fixture,,2014-01-07,1,0
8623619,Process for producing L-amino acid,"The present invention provides a method of improving efficiency of a fermentative production of an L-amino acid. To be specific, the present invention provides a process for producing a L-amino acid, comprising culturing a microorganism wherein the activity of the protein described in any one of (1) to (3) below is higher than that of the parent strain in a medium to produce the L-amino acid and accumulate the L-amino acid in the medium, and then collecting the L-amino acid from the medium:",2014-01-07,0,0
8624156,Manufacturing method of laser processed parts and protective sheet for laser processing,"Providing a method of manufacturing a laser processed part by using a protective sheet for laser processing capable of effectively suppressing contamination of surface of workpiece by decomposition product, and processing at high precision, when processing the workpiece by optical absorption ablation of laser beam. It is also an object to present a protective sheet for laser processing for use in the manufacturing method of laser processed part.",2014-01-07,0,0
8624155,Apparatus for scribing thin films in photovoltaic cells,"A thin-film scribing apparatus employing an optical device converts a low M2, Gaussian or pseudo-Gaussian beam into an inverted Gaussian beam. The all refractive optical device is such that it is not susceptible to either beam size or angular variations and exhibits very little loss of energy for the transformation process. The output can be configured for either single or dual-axis operation where the geometric shape of the beam is rectangular or square with steep edge intensity. The resulting rectangular beam requires less beam overlap and has very little shoulder in the intensity profile, providing high uniformity scribe features with greatly improved processing speeds.",2014-01-07,1,0
D696898,Grill handle,,2014-01-07,1,0
8627081,Multimedia data protection,"The invention provides a method of transmitting a media work such as a movie to a client comprising the steps of (a) encrypting the work using a sequence of different keys corresponding to respective temporally spaced segments of the document, (b) transmitting software code containing an algorithm from a security server to the client, the algorithm having a result that is a function of the state of the client, (c) executing the code at the client and returning the result to the security server, (d) determining whether the result is indicative of an unmodified client, and further comprising the steps of: (e) transmitting a segment from a server to the client, (f) securely streaming a key corresponding to the transmitted segment from a secure remote server to the client, (g) decrypting the segment using the obtained media key, (h) if step (d) indicates a modified client, preventing further keys from being transmitted, otherwise repeating steps (e) to (g) and repeating steps (b) to (d).",2014-01-07,0,1
8625663,Home-video digital-master package,"A method for determining digital video data includes receiving digital data comprising a plurality of digital images, wherein each digital image is encoded in a first color space, determining a plurality of color-graded digital images in response to the plurality of digital images and in response to color grading input data, wherein each color-graded digital image is encoded in a second color space, and wherein the second color space is associated with HD video, encoding each color-graded image with a compression encoding substantially independent of integer pixel translation of the plurality of color-graded digital images to form encoded image data package, storing the encoded image data package in a tangible media, and determining the digital video data for a video display device in a remote server in response to the encoded image data package.",2014-01-07,0,0
8627045,Postponing processing of received commands of pre-determined type until amount of associated data received and aggregated exceeds threshold to save power,"A data processing device including a reception unit, an instruction unit and a storage unit. The reception unit receives instructions for processing at a processing execution device. The instruction unit instructs the processing execution device to cancel a power saving state of the processing execution device and execute the processing corresponding to an instruction received by the reception unit. The storage unit stores data relating to received instructions. If the processing corresponding to the received instruction is a pre-specified process, data relating to the instruction is stored by the storage unit. If the processing corresponding to the received instruction is not a pre-specified process, the instruction unit instructs the processing execution device to execute both the processing corresponding to this instruction and processing based on data relating to instructions stored in the storage unit.",2014-01-07,0,0
8622707,Root attachment for a rotor blade assembly,"A root attachment for a wind turbine rotor blade having a blade root is disclosed. The root attachment may include a wall panel configured to be coupled to the rotor blade at or adjacent to the blade root. The wall panel may define at least a portion of an airfoil shape and may include an inner side and an outer side. In addition, the wall panel may define a non-uniform cross-section between the inner and outer sides.",2014-01-07,1,0
8627288,Method and system for web-site testing,"Embodiments of the present invention are directed to methods and systems for testing web sites and web servers. In discussed embodiments of the present invention, a third-party testing service collects page-access and conversion information on behalf of a web site. The third-party testing service is straightforwardly configured through a user interface and is engaged for real-time, live statistics collection by means of simple modifications of HTML files served or provided to users by a web site.",2014-01-07,0,0
8623816,Compositions and methods for treating malaria with cupredoxin and cytochrome,"The present invention relates to cupredoxin and cytochrome and their use, separately or together, to inhibit the spread of parasitemia in mammalian red blood cells and other tissues infected by the malaria parasite, and in particular the parasitemia of human red blood cells by P. falciparum. The invention provides isolated peptides that are variants, derivatives or structural equivalents of cupredoxins or cytochrome c, and compositions comprising cupredoxins and/or cytochrome c, or variants, derivatives or structural equivalents thereof, that are useful for treating or preventing malaria infection in mammals. Further, the invention provides methods to treat mammalian patients to prevent or inhibit the growth of malarial infection in mammals. The invention also provides methods to prevent the growth of malaria infection in insect vectors.",2014-01-07,0,0
8624700,Electromechanical inductors and transformers,"Devices and systems for power electronic circuits are provided. Embodiments of the present invention enable high density inductive energy storage by using electromechanical coupling between an electrically conducting inductive element and a mechanical resonator to passively store energy via both electromagnetic and mechanical mechanisms. A microelectromechanical inductor (MEMI) is provided utilizing a magnet and a conductor. In a specific embodiment, the MEMI includes a permanent magnet on a compliant layer centrally disposed within a spiral coil. In a further embodiment, a second coil is provided near the magnet to provide a resonating transducer.",2014-01-07,1,1
8625044,Liquid crystal display apparatus,"A liquid crystal display apparatus includes a liquid crystal panel, a printed circuit board (PCB) configured to generate driving signals for driving the liquid crystal panel, a chassis disposed on the liquid crystal panel, a light source disposed between the liquid crystal panel and the chassis, a main flexible printed circuit board (FPC) having a first end connected to the liquid crystal panel and a second end connected to the PCB, the main FPC including at least one grounding pattern between the liquid crystal panel and the PCB, and a conductive member contacting the chassis and the at least one grounding pattern.",2014-01-07,0,0
8621881,System and method for heat pump oriented zone control,"A system and method to control environmental parameters of pre-defined zones within an environment using an electronic controller. An electronic controller monitors a loop temperature of a loop field of a geo-thermal heat pump as detected by a temperature sensor connected to the loop field. The electronic controller selects a staging combination of the geo-thermal heat pump and an auxiliary HVAC equipment based on at least the loop temperature. The electronic controller activates the selected staging combination, to modify at least a portion of the environmental parameters, using non-proprietary activating signals provided by the electronic controller.",2014-01-07,3,1
8623278,"System and method for the continuous extraction of a liquid phase of microsamples, and automated installation for taking them, for carrying out the extraction and taking measurements","A continuous automated extraction system and method for physically extracting at least one liquid phase of a series of liquid microsamples which are taken beforehand in discrete packets, both in space and in time, and are in stored is provided. The method may include an extraction system having a centrifuge provided with a plurality of microholders, at least one of which is filled with the corresponding microsample and includes a filling upper portion that is extended by a separating lower portion of smaller cross section than that of the upper portion. Each filled microholder has a mass which is more than ten times the mass of this microsample, in such a way that it is possible to extract, by centrifugation, at a given instant, only a single microsample contained in a single microholder, or several microsamples contained in some or all of these microholders, progressively as the latter are filled.",2014-01-07,1,0
D697124,Housing for sensor attachment for use with a projector,,2014-01-07,0,0
8625928,"Information processing apparatus, information processing method, and program therefor","An information processing apparatus includes a generation section, a selection section, a matching processing section, and a calculation section. The generation section generates source image blocks obtained by dividing a connection area of a source image into areas, and template image blocks obtained by dividing a connection area of a template image into areas, the connection area of the template image being superimposed on the connection area of the source image. The selection section selects target image blocks as targets individually subjected to matching processing, based on luminance information of each template image block. The matching processing section calculates relative position information of corresponding image blocks as images corresponding to the target image blocks and the target image blocks. The calculation section calculates relative position shift information of the connection area of the source image and that of the template image based on the relative position information.",2014-01-07,0,0
D697260,Hair stylist ear guard,,2014-01-07,0,0
8625362,Data sensing device non-volatile memory,"A non-volatile memory device for measuring a read current of a unit cell is provided. The non-volatile memory device includes a unit cell configured to read or write data, a column switching unit configured to select the unit cell in response to a column selection signal, a sense amplifier controlled by a sense-amplifier enable signal, configured to sense and amplify data that is received from the unit cell through the column switching unit, a first latch unit configured to latch the sense-amplifier enable signal for a predetermined time when a test code signal received from an external part is activated, a column controller configured to output a latch control signal in response to a combination of a column switch-off signal and a column control signal, and a second latch unit configured to control whether or not the column selection signal is latched in response to an activation state of the latch control signal.",2014-01-07,0,0
8625833,Portable pressurization headphones,"A portable headset for equalizing air pressure across the tympanic membrane of a user's ears. The device comprises two earpieces secured at opposing ends of a headband. The earpieces are cup-shaped housings containing a fan and a speaker. A mesh screen covers the open portion of the housing to protect the user's ear from contact with the fan blades. Additionally, a cushion is disposed along the perimeter of the housing to buffer the user's ear from the device. When the device is turned on, the fans rotate and air is pushed into or pulled out of the ear canals. Rate of rotation and direction of rotation are controlled via at least one pressurization selection dial. Thus the air pressure can be changed as a plane ascends or descends through the atmosphere.",2014-01-07,0,0
8623747,"Silicon, aluminum oxide, aluminum nitride template for optoelectronic and power devices","A method of forming a template on a silicon substrate includes providing a single crystal silicon substrate. The method further includes forming an aluminum oxide coating on the surface of the silicon substrate, the aluminum oxide being substantially crystal lattice matched to the surface of the silicon substrate and epitaxially depositing a layer of aluminum nitride (AlN) on the aluminum oxide coating substantially crystal lattice matched to the surface of the aluminum nitride.",2014-01-07,1,0
8623691,Solid state image pickup device and method of producing solid state image pickup device,"Forming a back-illuminated type CMOS image sensor, includes process for formation of a registration mark on the wiring side of a silicon substrate during formation of an active region or a gate electrode. A silicide film using an active region may also be used for the registration mark. Thereafter, the registration mark is read from the back-side by use of red light or near infrared rays, and registration of the stepper is accomplished. It is also possible to form a registration mark in a silicon oxide film on the back-side (illuminated side) in registry with the registration mark on the wiring side, and to achieve the desired registration by use of the registration mark thus formed.",2014-01-07,2,0
8624263,Diamond semiconductor device and method of manufacturing the same,"The present invention is contemplated for providing a diamond semiconductor device where an impurity-doped diamond semiconductor is buried in a selected area, and a method of manufacturing the same. That is, a diamond semiconductor device having an impurity-doped diamond area selectively buried in a recessed portion formed in a diamond substrate; and a method of manufacturing a diamond semiconductor device, including the steps of selectively forming an recessed portion on the {100}-facet diamond semiconductor substrate, wherein the bottom face of the recessed portion is surrounded by the {100} facet and the side face of the recessed portion is surrounded by the {110} facet, and forming an impurity-doped diamond area by epitaxially growing diamond in the <111> direction while doping with impurities and burying the recessed portion.",2014-01-07,0,0
8623306,Method for use in connection with an exhaust gas post-treatment system,A method for use with an exhaust gas post-treatment system on an internal combustion engine operated with air surplus includes reducing nitrous oxides in that an ammonia-separating reducing agent is added to the exhaust gas flow upstream of a catalyst which is charged with a catalyst material for selective catalytic reduction of nitrous oxides. The method further provides that the NH3 to NOx ratio (feed ratio α) is varied in phases by changing the untreated nitrous oxide emissions of the internal combustion engine such that the feed ratio α oscillates in phases about a predefined value.,2014-01-07,1,0
8627256,Method for computing IO redistribution routing,A method of determining signal routing in an integrated circuit includes providing first coordinates of an input/output cell and second coordinates of an input/output pad to a parametric routing module. The parametric routing module receives at least one wire path parameter. The parametric routing module uses the at least one connection path parameter to determine a physical dimension of a wire path between the first coordinates and the second coordinates.,2014-01-07,0,0
8625907,Image clustering,"A database of images may be accessed. A feature set may be computed for each image, respectively. Each feature set includes feature integers quantized from interest points of a corresponding image. An initial set of clusters of the feature sets is found based on min hashes of the feature sets. Given the clusters of feature sets, descriptors for each of the clusters are computed, respectively, by selecting feature integers from among the feature sets in a cluster. The clusters are then refined by comparing at least some of the feature sets with at least some of the cluster descriptors, and based on such comparing adding some of the feature sets to clusters whose feature descriptors have similarity to the feature sets.",2014-01-07,0,1
8622656,"Apparatus, systems and methods for the relocation of subsurface conduit","Apparatuses, systems and methods are utilized to relocate subsurface conduit. Specifically, the movement of underground conduit is accomplished via the apparatuses, systems and methods described herein, including movement thereof in either or both of laterally from a first lateral position to a second lateral position and/or vertically from a first vertical position to a second vertical position.",2014-01-07,0,0
D696979,Automobile,,2014-01-07,1,0
8623834,Compositions including triciribine and trastuzumab and methods of use thereof,"This application relates to combination therapies including triciribine and related compounds and trastuzumab or a salt thereof and compositions with reduced toxicity for the treatment and prevention of tumors, cancer, and other disorders associated with abnormal cell proliferation.",2014-01-07,1,0
8622866,Continuously and/or infinitely variable transmissions and methods therefor,"An infinitely variable transmission (IVT) having a rotatable input shaft arranged along a longitudinal axis of the transmission. In one embodiment, the input shaft is adapted to supply a lubricant to the interior of the transmission. In some embodiments, a stator assembly is coupled to, and coaxial with, the input shaft. The IVT has a plurality of planets operably coupled to the stator assembly. The planets are arranged angularly about the longitudinal axis of the transmission. In one embodiment, a traction ring is operably coupled to the planets. The IVT is provided with a housing that is operably coupled to the traction ring. The housing is substantially fixed from rotating with the input shaft. The traction ring is substantially fixed from rotating with the input shaft. In some embodiments, the IVT is provided with a lubricant manifold that is configured to supply a lubricant to the input shaft.",2014-01-07,24,8
8626208,Traffic data transmission from a vehicle telematics unit,A method of sending traffic related data to a call center using a telematics unit of a vehicle. The method includes receiving a request at the telematics unit to transmit non-traffic data such as vehicle diagnostic information to the call center. Both the non-traffic data as well as traffic related data is obtained by the telematics unit and embedded into a short message service (SMS) message that is then sent to the call center. The traffic related data can be inserted only if it indicates a traffic problem and can be inserted into an otherwise unused portion of the SMS message. The received traffic related data can then be used by the call center or other remote facility to improve traffic reporting.,2014-01-07,0,0
8624795,Dielectrically loaded antenna,"A dual-band dielectrically loaded multifilar antenna has a first group of helical conductive antenna elements extending from feed connection nodes to an annular linking conductor 20U, and a second group of conductive helical antenna elements extending from the feed coupling nodes in the direction of the linking conductor to substantially open-circuit ends spaced from the linking conductor. The helical elements of the first group are half-turn elements having an electrical length of approximately one half wavelength at a first operating frequency of the antenna. The helical elements of the second group are approximately quarter-turn helical elements having an electrical length in the region of one quarter wavelength and a second operating frequency of the antenna. Each group of elements is associated with a respective mode of resonance for circularly polarized radiation.",2014-01-07,1,0
8625295,Fieldbus interface circuit board supporting multiple interface types and terminations,"An interface circuit board apparatus can include a shared circuit board base, a transceiver section disposed on the circuit board base, and having circuit transceiver sites configured to receive a plurality of transceiver component types, a termination section disposed on the circuit board base, and having circuit termination sites configured to receive a plurality of termination component types, and a connection section operatively coupled to the transceiver and termination sections, wherein the transceiver section, the termination section and the connection section are configurable to support a plurality of interface types based on the plurality of transceiver component types and the plurality of termination component types.",2014-01-07,0,0
8624177,Refined optical system,"Selected scene regions are imaged. IMAGING CHANNEL: mirrors (preferably MEMS) address an imaging sensor to regions. CALIBRATION CHANNEL: the mirrors direct radiation from a source to a calibration sensor, along an imaging-channel segment. Beam splitter(s) let the channels share optical path at the mirrors. To minimize imaging-channel diffractive blur, the calibration channel modifies wavefront angle and smoothness at the mirrors—measuring (and setting mirrors to optimize) PSF sharpness, then applying these measurements (and settings) to optimize imaging-channel settings by iterative multidimensional gradient search. An afocal lens receives scene radiation, magnifying deflection at the scene. An FOR is imaged on the imaging sensor; the mirrors address the sensor to a narrow FOV within the FOR; the lens enlarges deflections to cover the FOR. Plural diffraction-grating orders communicate between calibration source and sensor when the selected region is in plural scene portions, regardless which FOV is addressed.",2014-01-07,0,3
8623209,Fluid head height and foam/gas level control in electrocoagulation apparatus,"Fluid head height and foam/gas level control apparatus associated with a primary reaction chamber of an effluent processing electrocoagulation assembly is disclosed. The apparatus includes a plurality of rotatable disks each having an orifice located therethrough toward an outer circumference of the disk. The disks are mounted in a horizontal array of openings located at an upper portion of the primary reactor chamber, the orifices communicating through the openings, height of the orifices in the chamber being selectable by rotation of the disks. Rotatable restrictor plates are mounted on the disks for selective restriction of flow through the orifice.",2014-01-07,3,0
8627444,"Computers and microchips with a faraday cage, with a side protected by an internal hardware firewall and unprotected side connected to the internet for network operations, and with internal hardware compartments","A personal computer or microchip comprising at least one Faraday Cage, two or more microprocessors or processing units and an internal hardware firewall. The internal hardware firewall is configured to separate a protected side of the computer or microchip from an unprotected side of the computer or microchip. The unprotected side being configured to connect to a network including the Internet. The protected hardware side of the computer or microchip includes at least one microprocessor or processing unit. The unprotected network side of the computer or microchip is located between the internal hardware firewall and the network and includes the unprotected microprocessors or processing units. At least one of the unprotected microprocessors or processing units is not a network communications component and is a separate component from the internal hardware firewall. The computer or microchip can include two, four, or more internal hardware compartments.",2014-01-07,19,0
8627163,Error-correction forced mode with M-sequence,"Improved apparatus, systems and methods, such as those for testing an error correction code (ECC) encoder/decoder for solid-state memory devices, are provided. In one or more embodiments, the improved systems and methods deliberately inject errors into memory storage areas of memory devices to test the operation of the ECC encoder/decoder.",2014-01-07,0,0
8623624,Method for biotechnological production of a hydrogen carrier,"The invention relates to a method for biotechnological production of a hydrogen carrier. It is proposed to culture ammonium-producing cyanobacteria in which, by increasing the nitrogenase activity and/or blocking the utilization of ammonium in the cell metabolism and/or providing an exit mechanism for ammonium via the cell membrane, the ammonium yield is increased. The ammonia generated by the cyanobacteria is made available as a hydrogen carrier.",2014-01-07,0,0
8623327,Imaging agents for use in magnetic resonance blood flow/perfusion imaging,"In one aspect, a method of imaging blood flow in a region of interest of a subject using magnetic resonance imaging (MRI) is provided. The method includes introducing an imaging agent into the subject, the imaging agent including a compound having at least one hyperpolarized nucleus having a T.sub.1 greater than 15 seconds and a water-octanol partition coefficient between −1 and 1, providing at least one excitation signal to the region of interest, the at least one excitation signal configured to invoke a nuclear magnetic resonance (NMR) effect at least in the introduced imaging agent, and detecting an NMR signal emitted by the region of interest in response to the at least one excitation signal. In another aspect, the imaging agent includes a carbon-13 enriched alcohol.",2014-01-07,0,0
